Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG,AvgOocystDurationDays,AvgNumSporozoitesPerVector,NumVectorsWithSporozoites_C*,NumVectorsWithSporozoites_G*,NumVectorsWithSporozoites_Other
62,340461476,X-a2:X-a2,1395,0,0,1395,1080,28354,44425,0,0,0,0,0
63,340461476,X-a1:X-a1,1516,0,0,1516,1140,28001,28550,0,0,0,0,0
63,340461476,X-a1:X-a2,2742,0,0,2742,2157,56675,56350,0,0,0,0,0
63,340461476,X-a2:X-a2,1440,0,0,1440,1076,28468,29500,0,0,0,0,0
64,340461476,X-a1:X-a1,1580,0,0,1580,1074,28055,25725,0,0,0,0,0
64,340461476,X-a1:X-a2,2748,0,0,2748,2188,56606,52900,0,0,0,0,0
64,340461476,X-a2:X-a2,1435,0,0,1435,1067,28644,27275,0,0,0,0,0
65,340461476,X-a1:X-a1,1569,0,0,1569,1098,27927,41875,0,0,0,0,0
65,340461476,X-a1:X-a2,2806,0,0,2806,2148,56629,85350,0,0,0,0,0
65,340461476,X-a2:X-a2,1472,0,0,1472,1051,28611,40275,0,0,0,0,0
66,340461476,X-a1:X-a1,1593,0,0,1593,1128,28133,30650,0,0,0,0,0
66,340461476,X-a1:X-a2,2888,0,0,2888,2139,57189,61200,0,0,0,0,0
66,340461476,X-a2:X-a2,1495,0,0,1495,1052,28495,30150,0,0,0,0,0
67,340461476,X-a1:X-a1,1623,0,0,1623,1074,28460,28300,0,0,0,0,0
67,340461476,X-a1:X-a2,2981,0,0,2981,2118,57289,60700,0,0,0,0,0
67,340461476,X-a2:X-a2,1544,0,0,1544,1042,28708,31000,0,0,0,0,0
68,340461476,X-a1:X-a1,1581,0,0,1581,1117,28345,41175,0,0,0,0,0
68,340461476,X-a1:X-a2,2989,0,0,2989,2157,57368,83300,0,0,0,0,0
68,340461476,X-a2:X-a2,1555,0,0,1555,1046,29001,39125,0,0,0,0,0
69,340461476,X-a1:X-a1,1622,0,0,1622,1125,28377,33475,0,0,0,0,0
69,340461476,X-a1:X-a2,3036,0,0,3036,2153,57554,68550,0,0,0,0,0
69,340461476,X-a2:X-a2,1540,0,0,1540,1065,28859,33675,0,0,0,0,0
70,340461476,X-a1:X-a1,1641,0,0,1641,1068,28680,31700,0,0,0,0,0
70,340461476,X-a1:X-a2,3036,0,0,3036,2207,57752,66000,0,0,0,0,0
70,340461476,X-a2:X-a2,1549,0,0,1549,1088,29088,33700,0,0,0,0,0
71,340461476,X-a1:X-a1,1640,0,0,1640,1141,28617,39925,0,0,0,0,0
71,340461476,X-a1:X-a2,3030,0,0,3030,2195,57978,85750,0,0,0,0,0
71,340461476,X-a2:X-a2,1551,0,0,1551,1087,29129,38725,0,0,0,0,0
72,340461476,X-a1:X-a1,1639,0,0,1639,1183,28668,35100,0,0,0,0,0
72,340461476,X-a1:X-a2,3114,0,0,3114,2113,58387,69200,0,0,0,0,0
72,340461476,X-a2:X-a2,1553,0,0,1553,1117,28860,34600,0,0,0,0,0
73,340461476,X-a1:X-a1,1657,0,0,1657,1164,28778,34500,0,0,0,0,0
73,340461476,X-a1:X-a2,3093,0,0,3093,2158,58562,70400,0,0,0,0,0
73,340461476,X-a2:X-a2,1551,0,0,1551,1133,28902,33400,0,0,0,0,0
74,340461476,X-a1:X-a1,1655,0,0,1655,1194,28785,41075,0,0,0,0,0
74,340461476,X-a1:X-a2,3096,0,0,3096,2219,58701,84700,0,0,0,0,0
74,340461476,X-a2:X-a2,1536,0,0,1536,1130,28852,37725,0,0,0,0,0
75,340461476,X-a1:X-a1,1692,0,0,1692,1140,28971,34625,0,0,0,0,0
75,340461476,X-a1:X-a2,3088,0,0,3088,2222,59095,68850,0,0,0,0,0
75,340461476,X-a2:X-a2,1576,0,0,1576,1105,28734,35225,0,0,0,0,0
76,340461476,X-a1:X-a1,1725,0,0,1725,1086,29154,34925,0,0,0,0,0
76,340461476,X-a1:X-a2,3090,0,0,3090,2239,59117,72650,0,0,0,0,0
76,340461476,X-a2:X-a2,1600,0,0,1600,1137,28858,35825,0,0,0,0,0
77,340461476,X-a1:X-a1,1684,0,0,1684,1199,29047,41425,0,0,0,0,0
77,340461476,X-a1:X-a2,3148,0,0,3148,2339,59152,81750,0,0,0,0,0
77,340461476,X-a2:X-a2,1597,0,0,1597,1172,29081,37425,0,0,0,0,0
78,340461476,X-a1:X-a1,1692,0,0,1692,1194,29286,36525,0,0,0,0,0
78,340461476,X-a1:X-a2,3186,0,0,3186,2269,59420,73150,0,0,0,0,0
78,340461476,X-a2:X-a2,1614,0,0,1614,1173,28986,37325,0,0,0,0,0
79,340461476,X-a1:X-a1,1669,0,0,1669,1168,29414,38150,0,0,0,0,0
79,340461476,X-a1:X-a2,3203,0,0,3203,2310,59331,75500,0,0,0,0,0
79,340461476,X-a2:X-a2,1621,0,0,1621,1198,28983,37650,0,0,0,0,0
80,340461476,X-a1:X-a1,1681,0,0,1681,1201,29473,38925,0,0,0,0,0
80,340461476,X-a1:X-a2,3206,0,0,3206,2288,59396,80100,0,0,0,0,0
80,340461476,X-a2:X-a2,1636,0,0,1636,1145,28991,37575,0,0,0,0,0
81,340461476,X-a1:X-a1,1735,0,0,1735,1153,29442,38325,0,0,0,0,0
81,340461476,X-a1:X-a2,3313,0,0,3313,2220,59445,74550,0,0,0,0,0
81,340461476,X-a2:X-a2,1662,0,0,1662,1112,29066,37825,0,0,0,0,0
82,340461476,X-a1:X-a1,1729,0,0,1729,1140,29630,38700,0,0,0,0,0
82,340461476,X-a1:X-a2,3259,0,0,3259,2314,59505,77700,0,0,0,0,0
82,340461476,X-a2:X-a2,1643,0,0,1643,1172,29168,38400,0,0,0,0,0
83,340461476,X-a1:X-a1,1702,0,0,1702,1186,29575,40550,0,0,0,0,0
83,340461476,X-a1:X-a2,3255,0,0,3255,2316,59661,78900,0,0,0,0,0
83,340461476,X-a2:X-a2,1647,0,0,1647,1153,29202,37250,0,0,0,0,0
84,340461476,X-a1:X-a1,1739,0,0,1739,1160,29710,38075,0,0,0,0,0
84,340461476,X-a1:X-a2,3271,0,0,3271,2341,59849,74100,0,0,0,0,0
84,340461476,X-a2:X-a2,1634,0,0,1634,1200,29265,37825,0,0,0,0,0
85,340461476,X-a1:X-a1,1729,0,0,1729,1169,29689,41700,0,0,0,0,0
85,340461476,X-a1:X-a2,3287,0,0,3287,2401,59927,81900,0,0,0,0,0
85,340461476,X-a2:X-a2,1641,0,0,1641,1202,29369,39500,0,0,0,0,0
86,340461476,X-a1:X-a1,1743,0,0,1743,1149,29831,40450,0,0,0,0,0
86,340461476,X-a1:X-a2,3321,0,0,3321,2403,59923,80250,0,0,0,0,0
86,340461476,X-a2:X-a2,1681,0,0,1681,1191,29275,37900,0,0,0,0,0
87,340461476,X-a1:X-a1,1739,0,0,1739,1163,29813,37200,0,0,0,0,0
87,340461476,X-a1:X-a2,3339,0,0,3339,2403,60108,75400,0,0,0,0,0
87,340461476,X-a2:X-a2,1676,0,0,1676,1201,29313,37900,0,0,0,0,0
88,340461476,X-a1:X-a1,1769,0,0,1769,1204,29661,41225,0,0,0,0,0
88,340461476,X-a1:X-a2,3391,0,0,3391,2401,60045,82700,0,0,0,0,0
88,340461476,X-a2:X-a2,1715,0,0,1715,1196,29403,38775,0,0,0,0,0
89,340461476,X-a1:X-a1,1784,0,0,1784,1194,29790,40625,0,0,0,0,0
89,340461476,X-a1:X-a2,3450,0,0,3450,2361,60634,82050,0,0,0,0,0
89,340461476,X-a2:X-a2,1735,0,0,1735,1218,29322,38925,0,0,0,0,0
90,340461476,X-a1:X-a1,1771,0,0,1771,1158,29901,38325,0,0,0,0,0
90,340461476,X-a1:X-a2,3449,0,0,3449,2409,60706,80100,0,0,0,0,0
90,340461476,X-a2:X-a2,1758,0,0,1758,1271,29223,38875,0,0,0,0,0
91,340461476,X-a1:X-a1,1774,0,0,1774,1160,29772,42000,0,0,0,0,0
91,340461476,X-a1:X-a2,3456,0,0,3456,2422,60906,84400,0,0,0,0,0
91,340461476,X-a2:X-a2,1746,0,0,1746,1228,29390,39600,0,0,0,0,0
92,340461476,X-a1:X-a1,1755,0,0,1755,1166,29790,41000,0,0,0,0,0
92,340461476,X-a1:X-a2,3485,0,0,3485,2442,61074,84650,0,0,0,0,0
92,340461476,X-a2:X-a2,1761,0,0,1761,1239,29351,39950,0,0,0,0,0
93,340461476,X-a1:X-a1,1774,0,0,1774,1170,29840,39475,0,0,0,0,0
93,340461476,X-a1:X-a2,3449,0,0,3449,2469,61284,82350,0,0,0,0,0
93,340461476,X-a2:X-a2,1764,0,0,1764,1258,29411,40775,0,0,0,0,0
94,340461476,X-a1:X-a1,1733,0,0,1733,1202,29746,40900,0,0,0,0,0
94,340461476,X-a1:X-a2,3478,0,0,3478,2489,61172,85400,0,0,0,0,0
94,340461476,X-a2:X-a2,1824,0,0,1824,1192,29517,40200,0,0,0,0,0
95,340461476,X-a1:X-a1,1770,0,0,1770,1184,29985,39500,0,0,0,0,0
95,340461476,X-a1:X-a2,3481,0,0,3481,2471,61472,82400,0,0,0,0,0
95,340461476,X-a2:X-a2,1820,0,0,1820,1187,29532,41600,0,0,0,0,0
96,340461476,X-a1:X-a1,1776,0,0,1776,1182,29787,39425,0,0,0,0,0
96,340461476,X-a1:X-a2,3514,0,0,3514,2473,61151,82000,0,0,0,0,0
96,340461476,X-a2:X-a2,1778,0,0,1778,1198,29596,40275,0,0,0,0,0
97,340461476,X-a1:X-a1,1746,0,0,1746,1189,29784,41150,0,0,0,0,0
97,340461476,X-a1:X-a2,3516,0,0,3516,2522,61162,83250,0,0,0,0,0
97,340461476,X-a2:X-a2,1818,0,0,1818,1138,29724,40400,0,0,0,0,0
98,340461476,X-a1:X-a1,1761,0,0,1761,1194,29940,41350,0,0,0,0,0
98,340461476,X-a1:X-a2,3531,0,0,3531,2521,61194,84850,0,0,0,0,0
98,340461476,X-a2:X-a2,1821,0,0,1821,1166,29672,42600,0,0,0,0,0
99,340461476,X-a1:X-a1,1753,0,0,1753,1182,29960,41125,0,0,0,0,0
99,340461476,X-a1:X-a2,3536,0,0,3536,2542,61265,82200,0,0,0,0,0
99,340461476,X-a2:X-a2,1824,0,0,1824,1153,29835,42175,0,0,0,0,0
100,340461476,X-a1:X-a1,1760,0,0,1760,1209,30072,41350,0,0,0,0,0
100,340461476,X-a1:X-a2,3555,0,0,3555,2544,61087,83700,0,0,0,0,0
100,340461476,X-a2:X-a2,1765,0,0,1765,1109,29988,41750,0,0,0,0,0
101,340461476,X-a1:X-a1,1768,0,0,1768,1196,29971,40425,0,0,0,0,0
101,340461476,X-a1:X-a2,3670,0,0,3670,2481,61329,87400,0,0,0,0,0
101,340461476,X-a2:X-a2,1740,0,0,1740,1144,30051,42775,0,0,0,0,0
102,340461476,X-a1:X-a1,1761,0,0,1761,1202,29919,41650,0,0,0,0,0
102,340461476,X-a1:X-a2,3669,0,0,3669,2479,61720,81350,0,0,0,0,0
102,340461476,X-a2:X-a2,1744,0,0,1744,1188,30032,42800,0,0,0,0,0
103,340461476,X-a1:X-a1,1729,0,0,1729,1196,29921,42450,0,0,0,0,0
103,340461476,X-a1:X-a2,3680,0,0,3680,2469,61695,85150,0,0,0,0,0
